#Powered_by_ParaTranz
EVTOPTA16190;Terrible news
EVTOPTB16190;Issue an edict to stop them
EVTNAME16200;Bleeding $STATENAME$
EVTDESC16200;Border Ruffians and Free-Staters clashed over the slavery issue in $PROVINCENAME$, and the event has begun to cost lives. The conflict will be known to future generations as "Bleeding $STATENAME$," which has raised national awareness of the slavery issue.
EVTOPTA16200;A dark day
EVTNAME16210;$PROVINCENAME$ War
EVTDESC16210;Border Ruffians from $STATENAME$ orchestrated an attack on a small settlement in $PROVINCENAME$ with the aim of eliminating abolitionists and the crowds who supported them in $STATENAME$. Hundreds of victims fell, and this incident became known to later generations as the "$PROVINCENAME$ War."
EVTOPTA16210;A dark day for $STATENAME$
EVTNAME16220;$STATENAME$ Emigrant Aid Company
EVTDESC16220;The seesaw struggle between Free-Staters and Border Ruffians has had a major negative impact on the entire union. To aid the Free-Staters who were abolitionists, an Emigrant Aid Company was established in $STATENAME$. The purpose of this company was to help Free-Staters who were abolitionists take root in this area. In the near future, the number of Free-Staters will greatly increase.
EVTOPTA16220;Not bad
EVTNAME16230;Quantrill's Raiders Attack!
EVTDESC16230;Quantrill's Raiders—this loose organization centered around Clarke Quantrill—attacked, looted, and burned the settlement of Free-Staters in $PROVINCENAME$. This massacre in $PROVINCENAME$ became a tragic chapter in the prolonged conflict between pro-slavery private mercenaries and Free-Staters in $STATENAME$.
EVTOPTA16230;Distressing news
EVTNAME16240;Pottawatomie Rifles Attack!
EVTDESC16240;A hundred members of the Pottawatomie Rifles clashed with Border Ruffians in abolitionist-dominated $PROVINCENAME$, trying to wipe the opponent's settlement off the map.
EVTOPTA16240;Distressing news
EVTNAME16300;Uncle Tom's Cabin
EVTDESC16300;Published in 1852, Mrs. Stowe's novel Uncle Tom's Cabin quickly became the most widely read masterpiece of abolitionist fiction. The novel's influence was so great that the nation's attention began to shift to the issue of slavery's existence. So when President Lincoln received and embraced Mrs. Stowe at the beginning of the Civil War, he jokingly said, "So this is the little lady who started such an important war!" The publication of Uncle Tom's Cabin increased the nation's attention to the issue of slavery's existence.
EVTOPTA16300;So this is the little lady...
EVTNAME16310;Amistad Case Verdict
EVTDESC16310;A memorable day: in 1839, the United States Supreme Court finally ruled that the slaves who violently rebelled against their owners and killed the captain on the Spanish slave ship Amistad, arrested near the waters off Long Island, New York, were resisting the illegal transatlantic slave trade and defending their legitimate right to personal freedom. This verdict was seen as a milestone victory in the American abolitionist movement, and public attention to the slavery issue reached new heights.
EVTOPTA16310;Not bad
EVTNAME16400;$FROMCOUNTRY$ Applies to Join the Union!
EVTDESC16400;Yesterday earlier we received a request from the $FROMCOUNTRY_ADJ$ Congress, applying to become a state of the United States of America. At the same time, a state constitution along with a state boundary map was submitted to us. The vast majority of the public wants us to accept $FROMCOUNTRY$ as a member of our great and glorious republic.
EVTOPTA16400;Trust the public, make the right choice!
EVTOPTB16400;The time is not ripe
EVTNAME16410;"Anaconda Plan" Blockade Broken!
EVTDESC16410;We have broken the "Anaconda Plan" blockade, and now our coastline is navigable again. What exhilarating news!
EVTOPTA16410;Exhilarating news!
EVTNAME16420;Sioux War
EVTDESC16420;As the number of new immigrants in the Black Hills region increases, conflicts between immigrants and the local Sioux have also escalated. We received news from the local area that an Indian named "Sitting Bull" is leading an armed organization called the "War Party" that is rapidly rising in the Dakota Territory.
EVTOPTA16420;We will drive these Sioux from their lands!
EVTNAME16430;Sioux War Ends
EVTDESC16430;"Sitting Bull" and the warriors he led surrendered, and the Sioux lost this war. Perhaps we will go to war with other Indian nations in the future, but the Sioux have been conquered. They will never again be allowed to have a threatening armed force, and the Sioux have had no future since the moment they went to war with us. We feel a bit sad: this once-great tribe has become a memory in textbooks because of us.
EVTOPTA16430;May they rest in peace
EVTNAME16440;Apache War
EVTDESC16440;A person named Victorio led a group of Apaches from New Mexico to rise up, and several colonists have been brutally killed. Because white people continuously invaded territories considered part of the Apache homeland, Victorio and his followers were resentful and determined to resist the authority of the United States.
EVTOPTA16440;They will yield, sooner or later.
EVTNAME16450;Capture Geronimo
EVTDESC16450;Geronimo, the respected leader of the Apache tribe, and a small group of his supporters surrendered to the army led by Colonel Henry Lawton. With the capture of Geronimo, the last resistance force of the Apache in the western region was also eliminated, and this once-proud Indian tribe fell into silence. Many years later, on his deathbed, Geronimo told his nephew that the decision he regretted most in his life was surrendering to the white man.
EVTOPTA16450;Hail to the President!
EVTNAME17000;Women's Suffrage Movement
EVTDESC17000;"...We will no longer endure the injustices we have suffered, we will never retreat, we will no longer be silent! Give women the right to vote!"\n\nThe growing liberal and feminist movements in recent years have driven women in $COUNTRY$ to establish feminist organizations, demanding that the government grant women equal legal rights with men. Women across $COUNTRY$ have left the roles considered their due: housewives or unpaid nannies, and instead demanded the right to vote, the right to work, and even the right to own their own property.
REMOVE_EVTOPTA17000;We cannot allow feminists to run rampant at this critical juncture
REMOVE_EVTOPTB17000;As long as they have broad support, we won't oppose it...
EVTNAME17010;Women's Conference
EVTDESC17010;A small group of women organized an international conference on women's rights. The two-day conference in $CAPITAL$ invited not only women representatives but also a considerable number of men. However, on the first day, only women representatives were allowed to participate in the discussions. On the second day, women representatives used this political strategy to pass a series of proposals. Despite the differences between men and women representatives not being resolved, the conference decided to pass ten reform proposals, demanding that women have equal rights with men in the following matters: family law, education rights, property rights, work rights, religious freedom, etc.
EVTOPTA17010;Use the secret police to arrest these dangerous revolutionaries
EVTOPTB17010;Congratulate the conference and express support for their cause
REMOVE_EVTOPTC17010;Oh, no...
REMOVE_EVTOPTD17010;This isn't good.
REMOVE_EVTNAME17020;World Anti-Slavery Convention
REMOVE_EVTDESC17020;During the World Anti-Slavery Convention, some women representatives were also representatives of the Women's Rights Convention. Before the conference officially began, male representatives voted to not allow women to participate in the conference or to require women representatives to sit in a designated area far from the sight of men. Another group of male representatives opposed excluding women from the conference and decided that if their opinion was not adopted, they would choose to sit in the area adjacent to the women representatives.
REMOVE_EVTOPTA17020;No, never let them attend the conference!
REMOVE_EVTOPTB17020;Too bad.
REMOVE_EVTOPTC17020;Not bad.
REMOVE_EVTOPTD17020;Give them the right to attend.
REMOVE_EVTNAME17030;Women Start Working in Social Work
REMOVE_EVTDESC17030;When war broke out and all able-bodied adult men were conscripted into the military, many women began leaving their homes to engage in social work. However, when they realized their salaries were only half of men's, women began to demand equal pay for equal work.
REMOVE_EVTOPTA17030;Excellent!
REMOVE_EVTOPTB17030;Interesting.
REMOVE_EVTOPTC17030;Give me more information...
REMOVE_EVTOPTD17030;Absolutely not.
REMOVE_EVTNAME17040;Regarding the Right to Vote
REMOVE_EVTDESC17040;The rumors that feminists are holding a conference to seek women's political rights are not unfounded. The two-day conference invited both male and female representatives. Representatives discussed whether to seek women's suffrage, but no consensus was reached. Finally, representatives made ten reform proposals, including: demanding that women achieve equal status in the family, the right to education, the right to work, religious freedom, etc.
REMOVE_EVTOPTA17040;Interesting.
REMOVE_EVTOPTB17040;Very good.
REMOVE_EVTOPTC17040;Mediocre.
REMOVE_EVTOPTD17040;Absurd!
REMOVE_EVTNAME17050;Mud March
REMOVE_EVTDESC17050;$CAPITAL$'s bad weather is always working against us, and the mud everywhere is the best portrayal of the bad weather. However, more troubling is the "Mud March." This march for women's suffrage attracted more than 3000 women from different organizations such as the Textile Workers' Association, the Temperance Association, the Artists' Association, etc.
REMOVE_EVTOPTA17050;Very good.
REMOVE_EVTOPTB17050;Great work!
REMOVE_REMOVE_EVTNAME17060;Extra: Mud March
REMOVE_EVTDESC17060;A newspaper from a neighboring region declared: Despite the very bad weather, quite a lot of people joined the "Mud March." "...A few red and white tones outlined an exciting rose emblem, surrounded by red and white handkerchiefs for publicity, with the specific content using white banners and bright red letters: Ladies (demand your right to vote)!"
REMOVE_EVTOPTA17060;Sisters, keep going!
REMOVE_EVTOPTB17060;Really terrible...
REMOVE_EVTNAME17070;National Union of Women's Suffrage Societies and National Women's Social and Political Union
REMOVE_EVTDESC17070;These two groups call themselves the National Union of Women's Suffrage Societies and the National Women's Social and Political Union respectively. Both groups fought for women's suffrage. However, the latter put forward more radical demands such as: wanting simpler divorce procedures, eliminating discrimination against women in employment and salary, etc.
REMOVE_EVTOPTA17070;Support the National Union of Women's Suffrage Societies!
REMOVE_EVTOPTB17070;Support the National Women's Social and Political Union!
REMOVE_EVTOPTC17070;I support neither.
REMOVE_EVTNAME17080;Campaign for the "Married Women's Property Act"
REMOVE_EVTDESC17080;"Married women not only cannot enjoy independent property rights, but their legal personality is also attached to their husbands. Married women have become people completely unprotected by law. We want to change all this, we demand that women be able to dispose of their own property according to their own wishes. We demand that the court regard wives and husbands as two independent legal personalities."\n\nDisadvantaged women have awakened once again.
REMOVE_EVTOPTA17080;Their demands should be met!
REMOVE_EVTOPTB17080;This is impossible.
REMOVE_EVTNAME17090;Sign the Married Women's Property Act
REMOVE_EVTDESC17090;"Thank you so much for your support!" "Without your support, we would never have been able to reach this point."\n\n"Hmph, they are always so insatiable." "I'll make them end this in tears"\n\nSome dissatisfied people expressed their resentment against the "Married Women's Property Act." Most views, however, held that passing "Married Women's Property Rights" was a good thing.
REMOVE_EVTOPTA17090;Very good.
REMOVE_EVTNAME17100;National Women's Social and Political Union: Women Should Be Educated
REMOVE_EVTDESC17100;"If Professor, you don't want to see a female student wearing a Scottish cap appear, then I can remove my headdress and sit in the corner of the classroom, but I won't skip class because of that."\n\nThe female student looked directly into the professor's eyes until he changed his mind and sat down. She was the first female student to step into the university campus, and obviously most students could not accept women appearing on campus. When she first applied for admission to this university, the teacher put the question of whether to allow her admission to a student vote, and the participating students even thought it was a farce. Now she has learned to endure all kinds of discrimination and rudeness. More women are choosing to pressure the government to gain the right to enter university.
REMOVE_EVTOPTA17100;Why not allow it
REMOVE_EVTOPTB17100;Absolutely not!
REMOVE_EVTNAME17110;National Union of Women's Suffrage Societies: Women Should Be Educated
REMOVE_EVTDESC17110;"If Professor, you don't want to see a female student wearing a Scottish cap appear, then I can remove my headdress and sit in the corner of the classroom, but I won't skip class because of that."\n\nThe female student looked directly into the professor's eyes until he changed his mind and sat down. She was the first female student to step into the university campus, and obviously most students could not accept women appearing on campus. When she first applied for admission to this university, the teacher put the question of whether to allow her admission to a student vote, and the participating students even thought it was a farce. Now she has learned to endure all kinds of discrimination and rudeness. More women are choosing to pressure the government to gain the right to enter university.
REMOVE_EVTOPTA17110;Why not?
REMOVE_EVTOPTB17110;Absolutely not!
REMOVE_EVTNAME17120;Vote on Women's Political Rights
REMOVE_EVTDESC17120;Pressure on the Senate to vote on women's political rights is increasing day by day. The National Women's Social and Political Union is petitioning and demonstrating almost daily.
REMOVE_EVTOPTA17120;We will hold detailed discussions on this issue.
REMOVE_EVTOPTB17120;We will not allow this to happen.
REMOVE_EVTNAME17130;Illegal March for Women's Suffrage
REMOVE_EVTDESC17130;Breaking glass, attempting to burn buildings, attacking officers... Although the attacked officer was not seriously injured, I can be sure these are enough to make them lose face. "What made you do such things?" the police asked.\nThe female suspect refused to answer any of his questions. The officer had no choice but to leave the prison, but he was soon stopped by another officer.\n"Since her arrest, this female suspect has started a hunger strike. What should we do?".\n"Best not to do anything at this stage, just provide her with enough food and water, don't force her to eat, she will eat when she's hungry."
REMOVE_EVTOPTA17130;Good.
REMOVE_EVTNAME17140;Hunger Strike
REMOVE_EVTDESC17140;"It's been two days, she still won't eat or drink. I really can't understand why she's doing this?" She is a member of the women's suffrage movement, and perhaps she wants to gain more support through a hunger strike. "What should we do?"
REMOVE_EVTOPTA17140;Release her.
REMOVE_EVTOPTB17140;Force-feed her!
REMOVE_EVTNAME17150;The Cat and Mouse Act
REMOVE_EVTDESC17150;'Quick, come quick, that women's suffrage movement member, she, she's dead!' The hunger strike and the forced feeding action taken by the police killed her. The growing public dissatisfaction with the police's forced feeding action forced the government to quickly submit the Cat and Mouse Act to parliament. The act required that physically weak prisoners be released on medical parole and re-imprisoned after their health recovered.
REMOVE_EVTOPTA17150;Good.
REMOVE_EVTNAME17160;"The Special Guard"
REMOVE_EVTDESC17160;The Cat and Mouse Act released many members of the women's suffrage movement, and they were planning how not to be thrown back into prison after their health recovered. So other members and leaders of the organization created a protection group of thirty women calling themselves the "Special Guard." Members of the Special Guard have all undergone strict karate training. Their training locations are chosen in hidden places to avoid police attention. Shortly after the establishment of the Special Guard, a fistfight broke out with police trying to arrest leaders of the women's suffrage movement. This fistfight attracted widespread media attention and made the discussion of women's suffrage in the House of Lords reach an unprecedented depth.
REMOVE_EVTOPTA17160;We must take measures to ease the situation.
REMOVE_EVTOPTB17160;We must never allow this to happen!
REMOVE_EVTNAME17170;Women's Suffrage Movement: Success
REMOVE_EVTDESC17170;The long and arduous struggle of women has finally borne fruit. The leaders of the women's suffrage movement submitted their political demands to the Speaker of the House of Lords, who turned their request into a bill on political reform and submitted it to parliament for voting. Now, you will cast the decisive vote on the bill, and your vote will give all issues a clear answer: will women be legally equal to men and gain the same rights as men?
REMOVE_EVTOPTA17170;I support it.
REMOVE_EVTOPTB17170;I oppose it.
REMOVE_EVTNAME17500;Labor Union
REMOVE_EVTDESC17500;Workers from different industries and places have formed a labor union, which will negotiate with you on wage levels, work regulations, complaint procedures, reward and punishment regulations, welfare benefits, safety protection, and labor relations.
REMOVE_EVTOPTA17500;Very good.
REMOVE_EVTOPTB17500;Okay.
REMOVE_EVTNAME17510;Eight-Hour Workday
REMOVE_EVTOPTA17510;Never in your life.
REMOVE_EVTOPTB17510;Maybe.
REMOVE_EVTOPTC17510;Of course
REMOVE_EVTNAME17520;Bread and Roses
REMOVE_EVTDESC17520;'We need bread, but we also need roses!' Women surrounded the factory, shouting slogans and holding signs that read 'We need bread, but we also need roses!' The factory work was extremely hard and workers always faced various dangers. After implementing the eight-hour workday, the capitalists began cutting workers' wages and laid off half of the employees. As a result, the remaining half of the employees had to face double the work and only half the salary. Before long, workers began to rise up against the capitalists.
REMOVE_EVTOPTA17520;They'll get nothing.
REMOVE_EVTOPTB17520;Meet some of their demands.
REMOVE_EVTOPTC17520;Fully meet their demands.
REMOVE_EVTNAME17530;Bloody Strike
REMOVE_EVTDESC17530;Factory or slaughterhouse? "Slaughterhouse" is becoming the nickname for the factory, and almost every day workers are killed in various accidents, most of which are caused by cranes. Decreasing safety standards and increasingly low wages triggered a major strike that resulted in more than twenty deaths and injuries. When workers realized their wages were being deducted, they demanded a reasonable explanation from factory managers, but management refused this request. Finally, angry workers chose to strike. Management chose to hire strikebreakers and private bodyguards to protect themselves. When the strikebreakers arrived at the factory, they were greeted with stones and clubs. After the police arrived, bloody clashes broke out with workers and strikebreakers, directly causing more than twenty deaths.
REMOVE_EVTOPTA17530;All of this must end!
REMOVE_EVTOPTB17530;Guarantee their rights
REMOVE_EVTNAME17540;Moderate Strike
REMOVE_EVTDESC17540;'Eight hours for work, eight hours for recreation, eight hours for rest' 'We want bread, we want roses too!' Slogans echoing from neighboring provinces have finally reached us.
REMOVE_EVTOPTA17540;Incredible.
REMOVE_EVTOPTB17540;Too crazy.
REMOVE_EVTNAME17550;General Strike!
REMOVE_EVTDESC17550;'The chemicals used in the factory make us sick' 'Just being in the factory is absolutely harmful to health, let alone working there!' Workers demand higher wages and better working conditions, which factory owners don't want to see. Just fifty gold coins can rebuild part of the factory buildings and improve the working environment.
REMOVE_EVTOPTA17550;I will fund this project.
REMOVE_EVTOPTB17550;Impossible!
REMOVE_EVTNAME17560;May Day
REMOVE_EVTDESC17560;People marched in the streets supporting various labor organizations. It was a calm and glorious day.
REMOVE_EVTOPTA17560;Bless them!
REMOVE_EVTOPTB17560;Very good.
REMOVE_EVTOPTC17560;Really troublesome...
EVTNAME17570;Forward!
EVTDESC17570;"More, more! More general strikes in $CAPITAL$. Workers demand higher wages. More, more! More..."\n\nA socialist newspaper called Forward! was founded in $CAPITAL$. The newspaper reported on various strikes, current affairs, and socialist movements at home and abroad.
EVTOPTA17570;Aren't they saying there's no left-leaning media...
EVTOPTB17570;Interesting, I see
REMOVE_EVTNAME17580;National Employment Training Institute
REMOVE_EVTDESC17580;Despite continuous criticism, a multi-party committee was established to create a national employment training institute to help the unemployed.\nThe first national employment training institute officially began work after the committee's first meeting, and about a thousand unemployed people found jobs through it. Other unemployed people were not so fortunate and could only return home tired and hungry. All workers who did not find jobs were promised free bread, but this soon turned into handing out money instead. This was a huge mistake.
REMOVE_EVTOPTA17580;This is really not a good sign.
REMOVE_EVTOPTB17580;Okay.
REMOVE_EVTNAME17590;Workers' Uprising
REMOVE_EVTDESC17590;Workers and sympathizers took to the streets to protest. The closure of the national employment training institute and the layoffs of many workers triggered strong protests from a large number of workers. When the government took measures, the workers fought back: they occupied some buildings and set up barricades. The number of resisters is increasing every day
REMPVE_EVTOPTA17590;Very good...
REMOVE_EVTOPTB17590;Understood.
REMOVE_EVTNAME17600;Trade Union Confederation
REMOVE_EVTDESC17600;Workers from several different factories have formed a trade union confederation, through which they will negotiate on salaries, work regulations, complaint handling procedures, reward and punishment mechanisms, welfare benefits, factory safety measures, etc.
REMOVE_EVTOPTA17600;Very good.
REMOVE_EVTOPTB17600;Understood.
REMOVE_EVTNAME17610;Production Drive
REMOVE_EVTDESC17610;To achieve self-sufficiency and begin exporting from $PROVINCENAME$, we should establish new agricultural settlements.
REMOVE_EVTOPTA17610;Very good.
REMOVE_EVTOPTB17610;No.
REMOVE_EVTNAME17620;Black Shirts
REMOVE_EVTDESC17620;A small private army calling itself the Black Shirts, led by the obscure Ben-Mussor, launched a random attack on our troops. The attack resulted in the deaths of several soldiers.
REMOVE_EVTOPTA17620;Recruit more soldiers!
REMOVE_EVTNAME17630;March on $CAPITAL$
REMOVE_EVTDESC17630;The Black Shirts led by Ben-Mussor are marching on $CAPITAL$.
REMOVE_EVTOPTA17630;Attack!
REMOVE_EVTOPTB17630;Advance!
REMOVE_EVTNAME17640;Free Corps
REMOVE_EVTDESC17640;A group of soldiers calling themselves the "Free Corps" has also risen up against the government, influenced by the Black Shirts in the neighboring province. This is somewhat of a threat.
REMOVE_EVTOPTA17640;This is not a threat to us.
REMOVE_EVTOPTB17640;Far inferior to us!
REMOVE_EVTNAME17650;"I Am Everywhere"
REMOVE_EVTDESC17650;An excerpt from the newspaper "I Am Everywhere":\n\n"...Our country should expand its armaments and strike first for national interests. The military should be used to..." "...Guarantee national unity, conquer territories that have belonged to our country since ancient times..." "...Children are our future..."\n\nThe newspaper enthusiastically promotes chauvinism, fascism, and Zionism.
REMOVE_EVTOPTA17650;Very good.
REMOVE_EVTOPTB17650;Terrible!
REMOVE_EVTNAME17660;Black Shirt Massacre
REMOVE_EVTDESC17660;After causing widespread destruction locally, the Black Shirts attacked a group of moderate socialists and liberals. The Black Shirts captured them and took them to Central Park for execution.
REMOVE_EVTOPTA17660;Poor socialists.
REMOVE_EVTOPTB17660;Excellent!
REMOVE_EVTOPTC17660;Poor liberals.
REMOVE_EVTNAME17670;Free Corps Massacre
REMOVE_EVTDESC17670;The Free Corps, determined to take action, attacked a group of moderate socialists and liberals. The Free Corps captured them and took them to Central Park for execution. They went too far.
REMOVE_EVTOPTA17670;Poor socialists.
REMOVE_EVTOPTB17670;Go for it, Free Corps!
REMOVE_EVTOPTC17670;Poor liberals
REMOVE_EVTNAME17680;Fascist Welfare
REMOVE_EVTDESC17680;"No one should go hungry or freeze." A food distribution point at the street corner caught your attention. Healthy hot meals are distributed to hungry unemployed people, along with a pamphlet full of fascist propaganda.
REMOVE_EVTOPTA17680;Very good.
REMOVE_EVTOPTB17680;Stop them!
REMOVE_EVTNAME17690;Beer Hall Putsch
REMOVE_EVTDESC17690;The beer hall was filled with the clinking of glasses and the singing of drunkards until the door was forcibly broken down by a group of Black Shirts.\n\n"There are six hundred people in the hall. No one is allowed to leave!"\n\nAn uninvited guest jumped onto a table and began to rhapsodize about revolution, national unity, and forming a new government. Some guests were moved by him and roared their desire to join the revolution.
REMOVE_EVTOPTA17690;Very good!
REMOVE_EVTOPTB17690;Wh...what?
EVTNAME18000;Parliament Reorganization
EVTDESC18000;"...Moreover, under the people's strong demands for reform and social justice, the riots caused by famine, and class struggle, has our party supported the cause of $COUNTRY_ADJ$ workers? No, nothing except continuous empty promises that would eventually be fulfilled! Colleagues, for these and more reasons, as a member here, I can no longer accept myself as a liberal, unless we restore the original meaning of this word: being a socialist."\n\nA radical faction in the House of Lords defected to socialism, advocating social reform, equality, and worker solidarity. We can pressure the party organization to maintain internal cohesion.
EVTOPTA18000;Let them go
EVTOPTB18000;Apply political pressure
EVTNAME18010;Unscrupulous Opposition
EVTDESC18010;"Social democracy has only nominal democracy. While this party desperately tries to maintain the facade, for any honest observer there is ample evidence that it has long since departed from parliamentary order and transferred power to antiquated mass movements, rigid dogmas, and cronyism. When the embankment breaks, let the people know that some are swimming against the tide."\n\nA group of malcontents in the House of Lords has allied against the socialists who refuse to pass political reform. By applying political pressure, we can influence the composition of this new opposition.
EVTOPTA18010;Liberal-Conservatives
EVTOPTB18010;Conservative-Liberals
EVTNAME18020;House of Lords Charter Reform Debate
EVTDESC18020;"...Moreover, we self-proclaimed conservatives say that the lower classes are unfit for representation due to deficiencies in education and moral and social understanding. I now say to the conference that this statement is nothing more than a basic confusion of the chicken-and-egg problem. Because if it were not for the long-standing deliberate design by this aristocratic assembly representing the lower classes, perhaps those deficiencies would not have been left unattended until they festered."\n\nAn impassioned speech in the House of Lords today led several people to defect to the liberal faction supporting charter reform. Public demands for universal suffrage continue to grow.
EVTOPTA18020;But deficiencies are still deficiencies
EVTOPTB18020;It's time for reform
EVTNAME18030;A Meeting on the Assembly Issue
EVTDESC18030;"...You see, my dear old friend, I need your support in the House of Lords to pass this motion."\n\nThe liberal faction in the House of Lords has launched a striking offensive against the "swing voters" of other parties. They are gathering support in the House of Lords to abolish the ban on public assemblies. The vote campaign has achieved some success, and we need to decide how to respond.
EVTOPTA18030;Silently support
EVTOPTB18030;Ignore it
EVTNAME18040;Red Terror
EVTDESC18040;"...I saw red flags on the streets of $CAPITAL$, and I believe the only way to fight this rising socialist tide is through reconciliation."\n\nA group of reform-minded liberals in the House of Lords decided to stand with the socialists on the issue of trade union reform. The group claims our current policy is too intolerant of public opinion swings, and they argue that labor reform is necessary to protect worker interests. They are forming a parliamentary bloc. Should we manipulate parliament behind the scenes to counter this action?
EVTOPTA18040;That's unnecessary
EVTOPTB18040;Yes, we must curb them
EVTNAME18050;Urgent Concerns
EVTDESC18050;"...It is now, with the new forces, that I reiterate the difficult problem to which I have yet to get any response from this House: what to do about the press reform issue? I, and many colleagues with me, have always maintained that the time for reform is now, but this conference is still completely unwilling to give even an answer, let alone a policy."\n\nReform-minded members of parliament have reorganized into a new alliance to advance the press reform agenda. Capitalizing on widespread public support for freedom of speech, liberals in the House of Lords are gaining strength.
EVTOPTA18050;Motion passes
EVTOPTB18050;Motion not considered
EVTNAME18060;Action and Reaction
EVTDESC18060;"This is why we can only answer 'no' to further reform proposals! We came here with a limited reform agenda, but the reform discussion we are now hearing threatens to overturn every sacred and ancient existing institution in this land, and ultimately disintegrate the basic structure of our society."\n\nDissatisfied with the prevailing political winds, an unholy alliance of several factions in the House of Lords has formed into a bloc dedicated to opposing all further efforts to fundamentally reform the political system.
EVTOPTA18060;The party whip will bring them into line
EVTOPTB1806;Exactly my thought!
EVTNAME18070;Reactionary Coup
EVTDESC18070;"...Any objections?"\n\nAt an hastily convened extraordinary meeting of the House of Lords, a strange constitutional reform motion was passed. The proposed system allows political parties to appoint members of the House of Lords. From all aspects of this action, it is clear that this is a premeditated coup by the ruling reactionary party.
EVTOPTA18070;Proceed as planned
EVTOPTB18070;Question the legality of the motion
EVTNAME18080;Wage Slavery
EVTDESC18080;The House of Lords held a debate on the issue of wage slavery, and socialists are gaining strong support by advocating the necessity of wage reform. Widespread public support for further social reform has led several nominally non-socialist members of the House to come under increasing pressure from their constituencies, causing some of them to consider defecting to the socialist bloc. Through political maneuvering, we may be able to prevent a large-scale defection of members to socialism, but this may be seen as a dictatorial act by broad segments of our population.
EVTOPTA18080;Let them go
EVTOPTB18080;Keep them in check
EVTNAME18090;Liberal Core Calls for Reform
EVTDESC18090;The liberal core collectively pushes for pressure on the political reform agenda. The liberals expressed their concerns about the following facts: the intrusion of state institutions into citizens' private lives, and the political system being firmly controlled by a few at the expense of the majority. They threatened to block all bills in the House of Lords until these concerning facts are addressed. Members of several other parties are considering aligning with the liberals on the political reform issue, and any hesitation on our part is likely to exacerbate public dissatisfaction with the slow pace of reform.
EVTOPTA18090;We need a two-party solution
EVTOPTB18090;Obstruct any reform motion
EVTNAME18100;Parliamentary Health Care Committee
EVTDESC18100;"...Therefore, it seems to me that there is a flaw in our widely praised system, namely that the lowest-level workers cannot even afford the most basic sanitary living conditions for themselves and their families. Dirty sheds filled with smoke sprang up like mushrooms in the shadows of accumulated smoke, crowded together, they are the damp and dark breeding grounds for cholera, tuberculosis, and moral decay. My colleagues, a limited sanitary reform would greatly help improve these problems."\n\nThe House of Lords is in chaos due to its apparent inability to promote the social reforms that society urgently needs.
EVTOPTA18100;Postpone the issue until the next election
EVTOPTB18100;Force through reform
EVTNAME18110;Temporary Parliamentary Majority
EVTDESC18110;"I believe an agreement can be reached."\n\nA temporary majority in the House of Lords has formed on the issue of unemployment benefits. Speaking in parliament, the conservative group leader believed that these measures alone could be passed as an experiment in national policy. Given the public's dissatisfaction with the plight of today's unemployed, his group will support a proposal on moderate unemployment assistance. Although the liberals are still not satisfied with the proposal, not passing it would be seen as missing an opportunity for reform.
EVTOPTA18110;Fortune favors the brave
EVTOPTB18110;The time is not ripe
EVTNAME18120;House of Lords Conservatized
EVTDESC18120;"I believe the only natural solution to the current dispute is to advocate that my conservative colleagues take the lead on this issue."\n\nA certain conservative national policy, coupled with rising combativeness, has received strong public support. This has caused friction within the House of Lords. Several liberal members are considering defecting to the conservative side, and only by generously using the party whip can the liberals be kept in their seats.
EVTOPTA18120;Let them go.
EVTOPTB18120;Crack the whip!
EVTNAME18130;Red Tornado
EVTDESC18130;Recently, a red tornado seems to have completed a masterpiece in the House of Lords, with more and more members expressing willingness to cooperate with and support the ruling socialists. If we don't want to see the socialists gain a single majority in the House, now is the time to act.
EVTOPTA18130;What will happen, will happen
EVTOPTB18130;Act to prevent defections
EVTNAME18140;Fascists Assert Power
EVTDESC18140;The rifle party is showing off both on the streets and in the House of Lords. Several conservative members are desperately considering defecting to the fascist side, and blocking the reorganization will undoubtedly increase the combativeness of the fascists.
EVTOPTA18140;Do nothing
EVTOPTB18140;Prevent them from seizing power
EVTNAME18150;Election Reform
EVTDESC18150;The small liberal party is using the social unrest in $COUNTRYNAME$ to achieve political goals, trying to win over some more left-leaning conservatives in the House of Lords to their cause. The current topic of discussion is election reform, and some conservatives are considering supporting the liberal party on this issue.
EVTOPTA18150;Stop this behavior
EVTOPTB18150;Of their own free will
EVTNAME18160;Parliamentary Speech
EVTDESC18160;I believe, therefore, that this freedom should not be lost in this country, and she needs us to maintain constant vigilance for it.\n\nA liberal member of the House of Lords delivered an inspiring speech in parliament, criticizing the government's inability to improve the country's social unrest trend. How should the government respond?
EVTOPTA18160;Things will get better
EVTOPTB18160;We haven't done anything wrong
EVTNAME18170;Socialist Agitator
EVTDESC18170;A socialist agitator in the House of Lords delivered a lengthy speech against the government from the rostrum, mocking the government's inability to quell the growing social unrest in $COUNTRYNAME$. He claimed that under socialism, the state, the party, and the people would speak with one voice.
EVTOPTA18170;Maybe there is something for us to learn
EVTOPTB18170;Lawless rascals
EVTNAME18180;Petition to Parliament
EVTDESC18180;"This ancestral law is so perfect that it was established long ago, passing through the entire century, through countless eras until today." A conservative member of the House of Lords highly praised the glory of our country in a parliamentary speech, putting us on a pedestal.
EVTOPTA18180;Excellent!
EVTOPTB18180;So talented!
EVTNAME18190;Reactionary Orator
